user_id,hw_cpu,hw_nvidia,hw_amd,hw_other,need_cross_vendor,perf_weight,port_weight,eco_weight,pref_directives,pref_kernels,greenfield,gpu_extend,cpu_port,domain_ai_ml,domain_hpc,domain_climate,domain_embedded,domain_graphics,domain_data_analytics,domain_other,lockin_tolerance,gpu_skill_level,framework
U001_S4,1,1,0,0,0,0.99,0.19,0.91,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,3,CUDA
U002_S1,1,1,0,0,0,0.83,0.20,0.88,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.91,3,CUDA
U002_S2,1,1,0,0,0,0.75,0.33,0.80,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,3,CUDA
U002_S3,1,1,0,0,0,0.83,0.18,0.79,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.88,3,CUDA
U002_S4,1,1,0,0,0,0.87,0.31,0.79,1,0,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.94,3,CUDA
U003_S1,1,1,0,0,0,0.86,0.35,0.87,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,2,CUDA
U003_S2,1,1,0,0,0,0.92,0.35,0.91,0,1,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,3,CUDA
U003_S3,1,1,0,0,0,0.78,0.18,0.78,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,3,CUDA
U003_S4,1,1,0,0,0,0.92,0.27,0.85,1,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,2,CUDA
U004_S1,0,1,0,0,0,0.98,0.30,0.84,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.72,2,CUDA
U004_S2,1,1,0,0,0,1.00,0.38,0.87,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.88,2,CUDA
U004_S3,1,1,0,0,0,0.89,0.21,0.77,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.87,2,CUDA
U004_S4,1,1,0,0,0,0.93,0.39,0.85,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.80,2,CUDA
U005_S1,0,1,0,0,0,0.78,0.23,0.79,1,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.82,3,CUDA
U005_S2,0,1,0,0,0,0.76,0.12,0.89,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.82,2,CUDA
U005_S3,0,1,0,0,0,0.90,0.13,0.77,1,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.79,2,CUDA
U005_S4,0,1,0,0,0,0.83,0.20,0.81,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.78,3,CUDA
U006_S1,1,1,0,0,0,0.94,0.39,0.75,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.75,1,CUDA
U006_S2,1,1,0,0,0,1.00,0.40,0.83,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.81,2,CUDA
U006_S3,1,1,0,0,0,1.00,0.24,0.80,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.77,1,CUDA
U006_S4,1,1,0,0,0,0.83,0.23,0.75,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.77,2,CUDA
U007_S1,0,1,0,0,0,0.88,0.14,0.93,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.76,3,CUDA
U007_S2,0,1,0,0,0,0.93,0.14,0.86,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.86,3,CUDA
U007_S3,0,1,0,0,0,0.94,0.08,0.91,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.76,3,CUDA
U007_S4,0,1,0,0,0,0.96,0.21,0.78,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.90,3,CUDA
U008_S1,1,1,0,0,0,0.98,0.27,0.81,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.81,2,CUDA
U008_S2,1,1,0,0,0,0.94,0.20,0.72,1,0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.81,2,CUDA
U008_S3,1,1,0,0,0,0.95,0.26,0.84,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.79,1,CUDA
U008_S4,1,1,0,0,0,0.91,0.25,0.80,1,0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.74,2,CUDA
U009_S1,1,1,0,0,0,0.89,0.20,0.85,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.82,2,CUDA
U009_S2,1,1,0,0,0,0.93,0.34,0.85,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.78,3,CUDA
U009_S3,1,1,0,0,0,0.93,0.32,0.77,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.80,1,CUDA
U009_S4,1,1,0,0,0,0.88,0.33,0.92,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.85,1,CUDA
U010_S1,1,1,0,0,0,0.90,0.19,0.85,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,3,CUDA
U010_S2,1,1,0,0,0,0.89,0.24,0.84,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,3,CUDA
U010_S3,1,1,0,0,0,1.00,0.27,0.89,1,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,2,CUDA
U010_S4,1,1,0,0,0,0.96,0.16,0.97,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,3,CUDA
U011_S1,1,0,1,0,0,0.84,0.31,0.70,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,2,HIP
U011_S2,1,0,1,0,0,0.69,0.28,0.69,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,1,HIP
U011_S3,1,0,1,0,0,0.88,0.36,0.67,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,2,HIP
U011_S4,1,0,1,0,0,0.84,0.24,0.79,1,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,2,HIP
U012_S1,1,0,1,0,0,0.78,0.41,0.65,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.75,2,HIP
U012_S2,1,0,1,0,0,0.88,0.45,0.68,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.74,1,HIP
U012_S3,1,0,1,0,0,0.76,0.31,0.75,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.67,2,HIP
U012_S4,1,0,1,0,0,0.78,0.37,0.68,0,1,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.62,2,HIP
U013_S1,1,0,1,1,0,0.84,0.45,0.71,0,1,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.66,1,HIP
U013_S2,1,0,1,0,0,0.79,0.47,0.66,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.58,2,HIP
U013_S3,1,0,1,0,0,0.78,0.42,0.77,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.59,1,HIP
U013_S4,1,0,1,0,0,0.74,0.38,0.78,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.60,1,HIP
U014_S1,0,0,1,0,0,0.79,0.41,0.75,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.74,2,HIP
U014_S2,0,0,1,0,0,0.85,0.33,0.73,0,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.70,2,HIP
U014_S3,0,0,1,0,0,0.82,0.21,0.72,0,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.70,2,HIP
U014_S4,0,0,1,0,0,0.85,0.32,0.73,1,0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.69,2,HIP
U015_S1,1,0,1,0,0,0.86,0.35,0.80,1,0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,2,HIP
U015_S2,1,0,1,0,0,0.96,0.46,0.82,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,3,HIP
U015_S3,1,0,1,0,0,0.92,0.32,0.77,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,3,HIP
U015_S4,1,0,1,1,0,0.88,0.40,0.74,0,1,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,2,HIP
U016_S1,1,0,1,1,0,0.93,0.46,0.61,1,0,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.65,1,HIP
U016_S2,0,0,1,0,0,0.83,0.32,0.78,0,1,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.63,2,HIP
U016_S3,1,0,1,0,0,0.81,0.45,0.70,0,1,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.71,1,HIP
U016_S4,1,0,1,0,0,0.90,0.44,0.60,0,1,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.68,0,HIP
U017_S1,1,0,1,0,0,0.81,0.44,0.66,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.60,2,HIP
U017_S2,0,0,1,0,0,0.76,0.37,0.57,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.65,2,HIP
U017_S3,1,0,1,0,0,0.81,0.40,0.75,0,1,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.62,1,HIP
U017_S4,1,0,1,0,0,0.80,0.44,0.61,1,0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.75,1,HIP
U018_S1,1,0,1,0,0,0.81,0.29,0.64,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.81,1,HIP
U018_S2,1,0,1,0,0,0.90,0.33,0.68,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.72,2,HIP
U018_S3,1,0,1,0,0,0.87,0.24,0.79,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.67,2,HIP
U018_S4,1,0,1,0,0,0.88,0.36,0.69,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.68,2,HIP
U019_S1,1,0,1,0,0,0.71,0.42,0.70,1,0,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.70,2,HIP
U019_S2,1,1,1,0,0,0.79,0.36,0.65,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.57,3,HIP
U019_S3,1,0,1,0,0,0.90,0.43,0.69,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.68,2,HIP
U019_S4,1,0,1,0,0,0.84,0.35,0.79,0,1,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.70,2,HIP
U020_S1,1,0,1,0,0,0.81,0.34,0.85,1,0,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.84,3,HIP
